10312896,nan,Ankara
26059152,Sabanca Mahallesi,Ankara
26072357,Hamidiye Mahallesi,Ankara
10312896,nan,Ankara
26059152,Sabanca Mahallesi,Ankara
26072357,Hamidiye Mahallesi,Ankara
26078574,Ankara,Ankara
