id,latitude,longitude
10601331,39.9454681,32.6316309
10601332,39.9519995,32.564424
10601335,39.9536862,32.5840839
10601339,39.945328,32.5683826
10601345,39.9496374,32.5732128
10601350,39.98272619999999,32.6419486
10601351,39.9300799,32.648702
10601354,40.0240343,32.5231308
10601357,39.9547258,32.5641411
10601359,39.9680725,32.5874432
10601363,39.9513042,32.6079616
10601364,39.9490444,32.5944295
10601366,39.9706343,32.6381055
10601368,39.9718524,32.5845637
10601370,39.9502181,32.5703044
10601371,39.8544476,32.424074
10601376,39.9590813,32.5928166
10601377,39.9754552,32.6472337
10601383,39.9898211,32.6163328
10601397,39.934054,32.6137112
10601399,39.9875607,32.5916016
10601401,40.017814,32.53091
10601402,39.973761,32.604385
10601403,39.9494032,32.6421635
10601405,39.9448789,32.5955512
10601406,39.9464297,32.5907926
10601411,39.99918,32.8920229
10601413,39.9938663,32.5561521
10601414,39.9338132,32.5955483
10601419,39.9662586,32.5843183
10601428,39.9591747,32.5682891
10601434,39.9691058,32.5874231
10601441,39.9776617,32.636099
10601443,39.968552,32.598172
10601445,39.9573033,32.59129
10601451,40.012021,32.512003
10601452,39.9297884,32.6338239
10601453,39.947295,32.6562499
10601454,39.9810747,32.6062613
10601459,40.02087,32.5253567
10601468,40.003455,32.5294185
10601469,40.0165644,32.5402558
10601485,39.951987,32.6016822
10601490,39.9428298,32.6424051
10601491,39.9526395,32.582299
10601492,39.9796736,32.591001
10601494,39.965497,32.5737284
10601506,39.9721682,32.6141647
10601508,39.9471695,32.6261261
10601510,39.9447982,32.8912256
10601512,39.9529901,32.5621562
10601516,39.9932541,32.5767016
10601517,39.9931485,32.5811061
10601519,39.9352899,32.6546339
10601522,39.9712346,32.5572164
10601525,39.9518287,32.6618065
10601530,39.9832323,32.5796924
10601532,39.9683658,32.5683826
10601539,39.9874076,32.6249195
10601542,39.9471597,32.6480321
10601543,39.9581242,32.6006082
10601554,39.9591562,32.5768528
10601556,39.9896991,32.5867134
10601568,39.957323,32.8750852
10601569,39.9672597,32.6438754
10601570,39.9514959,32.6026909
10601571,39.9709327,32.5781618
10601574,39.9531964,32.5992437
10601576,39.948229,32.5943479
10601580,39.9992013,32.601776
10601583,39.9861069,32.5736932
10601593,39.9675065,32.5898615
10601602,39.95369549999999,32.6327306
10601612,39.9989595,32.6013099
10601613,39.939051,32.5911043
10601615,39.9654779,32.6527913
10601625,39.9933036,32.5952415
10601626,39.8544476,32.424074
10601629,39.9633245,32.589089
10601637,39.9861069,32.5736932
10601640,39.93144970000001,32.6177578
10601643,39.994842,32.5167192
10601645,40.0092277,32.8439057
10601652,39.9426466,32.6045589
10601667,39.941127,32.618488
10601668,40.0047349,32.526925
10601676,39.9597148,32.5781877
10601683,39.9504032,32.6353151
10601684,40.0006145,32.5283159
10601692,39.9970057,32.5183452
10601695,39.9858914,32.5622349
10601697,39.9358634,32.6613661
10601698,39.987992,32.5863046
10601701,39.9862891,32.5988413
10601708,39.9938394,32.5563896
10601714,39.9667777,32.5991063
10601716,39.9387343,32.5975302
10601717,39.9632437,32.7234533
10601718,39.8813201,32.6983711
10601735,39.9683658,32.5683826
10601736,39.9104081,32.7637933
10601737,39.94460060000001,32.5853469
10601742,39.9851785,32.5638553
10601743,40.0119902,32.5356719
10601744,39.9496835,32.6436971
10601746,39.970178,32.590635
10601750,39.93413750000001,32.6213448
10601755,40.0189527,32.5264676
10601756,39.8346129,32.6051351
10601765,39.9563271,32.5787513
10601766,39.8570265,32.8314103
10601773,39.9968571,32.653
10601774,39.9304412,32.6094753
10601777,39.94460060000001,32.5853469
10601780,39.9506252,32.6496231
10601787,39.9854297,32.6276903
10601792,39.9747719,32.6921729
10601797,40.0070112,32.5172742
10601798,39.9531087,32.5839333
10601799,39.954515,32.570158
10601800,39.9881321,32.5756189
10601801,39.9407973,32.6180278
10601802,39.9665578,32.7935168
10601803,39.9413788,32.6371288
10601805,39.9460084,32.6505883
10601808,39.9576491,32.5876154
10601815,39.9874279,32.5811798
10601825,39.8544476,32.424074
10601826,39.950835,32.570394
10601828,39.9639075,32.5948276
10601830,39.9561974,32.5604976
10601831,39.9564637,32.5728669
10601832,39.9404474,32.6623784
10601835,40.0094223,32.523286
10601836,39.9536846,32.6316713
10601837,39.9562319,32.5670792
10601839,39.951631,32.562682
10601840,39.9699685,32.5962835
10601843,39.9575098,32.5941972
10601844,39.9476347,32.5627457
10601845,39.9702614,32.5769513
10601847,39.9477433,32.6192672
10601848,40.0059537,32.5057784
10601852,39.939432,32.6224249
10601863,39.9597255,32.5993902
10601864,39.958215,32.5912113
10601870,39.947913,32.6280829
10601871,40.003073,32.611209
10601879,39.954908,32.6007778
10601880,39.9708711,32.8962847
10601885,39.9513042,32.6079616
10601887,40.000833,32.6178809
10601888,39.9594317,32.5705193
10601890,39.9672299,32.5956484
10601893,39.9596538,32.5924145
10601902,39.9943572,32.5244774
10601911,39.950547,32.574052
10601915,40.0125524,32.526352
10601923,39.9466116,32.5883937
10601925,39.9439706,32.593298
10601927,40.0096212,32.6230276
10601929,39.9950001,32.8600762
10601932,39.9532674,32.5980683
10601941,39.9723209,32.5757977
10601949,39.9886111,32.6258333
10601950,39.9593177,32.5770763
10601951,39.95133510000001,32.5916291
10601956,39.9709343,32.5715079
10601959,39.930956,32.8922219
10601962,39.8346129,32.6051351
10601964,39.8544476,32.424074
10601965,39.8544476,32.424074
10601968,39.9521556,32.665425
10601972,40.0165792,32.5292654
10601977,39.970912,32.577528
10601982,39.954002,32.571808
10601984,39.9556475,32.5599523
10601985,39.9473743,32.5794496
10601986,39.955407,32.5693849
10601989,39.985919,32.569888
10601990,39.954987,32.5925099
10601992,39.9574771,32.5680153
10601994,39.952369,32.665878
10601999,39.9612701,32.565811
10602003,39.9747993,32.6135536
10602005,39.9674942,32.5956784
10602012,39.9605967,32.5905034
10602014,39.9607299,32.5825031
10602015,39.9331863,32.6362231
10602016,39.9442505,32.6416537
10602017,39.939051,32.5911043
10602018,39.8544476,32.424074
10602021,39.9854918,32.5676949
10602023,39.96130290000001,32.5670459
10602024,39.9537958,32.5697553
10602025,39.95912,32.575028
10602026,39.9737642,32.5770118
10602027,39.9364437,32.6139703
10602030,39.94648129999999,32.6083901
10602031,40.0100539,32.517094
10602032,39.9640384,32.5797668
10602034,39.9549739,32.5634657
10602039,39.9931485,32.5811061
10602040,39.9511592,32.6021582
10602042,39.9464309,32.597401
10602044,39.9632378,32.5751106
10602049,39.9905456,32.5651022
10602050,39.9456522,32.6565004
10602051,39.9495379,32.589022
10602052,39.957522,32.598179
10602054,39.9518937,32.5862929
10602055,39.9418002,32.645686
10602056,39.9462929,32.6646098
10602057,39.9531503,32.6398972
10602060,39.9496432,32.5849882
10602066,39.8544476,32.424074
10602067,39.942714,32.5716775
10602070,39.951969,32.610368
10602073,39.956285,32.569713
10602077,39.9689425,32.5858998
10602078,39.9558411,32.59445170000001
10602080,39.965899,32.595536
10602081,39.9802999,32.7545604
10602084,39.9832323,32.5796924
10602085,40.0176914,32.533068
10602089,39.9539203,32.5788842
10602090,39.9948286,32.5649134
10602092,39.951301,32.5737499
10602093,39.947058,32.6206938
10602095,39.9761089,32.8060389
10602096,39.9829295,32.5777888
10602097,40.0125955,32.5138379
10602101,39.990576,32.560469
10602104,40.0045859,32.5090265
10602107,39.9513042,32.6079616
10602110,39.9300079,32.6096456
10602112,39.96030289999999,32.5993271
10602120,39.9506881,32.5911719
10602121,39.9731272,32.6208137
10602122,39.989935,32.5734165
10602130,39.9614026,32.73072860000001
10602136,39.9548233,32.6181579
10602148,39.9292138,32.6218507
10602150,39.9931485,32.5811061
10602152,39.9470062,32.6362231
10602157,39.9931485,32.5811061
10602164,39.9013082,32.6262258
10602167,39.9287212,32.8766602
10602183,39.9219293,32.9011169
10602186,39.9728547,32.6418745
10602188,39.96502770000001,32.7830574
10602191,39.9692933,32.5882542
10602197,40.009416,32.5181309
10602204,39.9588183,32.5898104
10602208,39.950317,32.6456517
10602226,39.9974065,32.8652865
10602231,39.9575657,32.5872852
10602232,39.9723539,32.5705549
10602234,39.9514045,32.5768982
10602235,39.958102,32.5693036
10602239,39.9810747,32.6062613
10602247,39.9555847,32.5749205
10602253,39.9973106,32.8156088
10602275,40.00703000000001,32.520004
10602278,39.9407354,32.6456192
10602296,39.9661588,32.5926133
10602297,39.9428679,32.5717255
10602299,40.0204805,32.5344456
10602303,39.9708902,32.5697766
10602305,39.9435717,32.6169739
10602308,39.9432221,32.5894992
10602309,40.0077661,32.5125662
10602311,39.9692699,32.5807963
10602323,40.015192,32.534674
10602324,39.964673,32.7002908
10602334,39.95954,32.59723
10602336,39.9606784,32.5869094
10602337,39.9421708,32.6129512
10602338,40.0207538,32.5207201
10602342,39.952232,32.6328179
10602353,39.969756,32.5895875
10602358,39.9920081,32.73174
10602359,39.8544476,32.424074
10602376,39.95261600000001,32.584084
10602418,39.9539955,32.5629179
10602426,40.01350679999999,32.5149207
10602429,40.0087553,32.8488579
10602431,40.010361,32.53052
10602440,39.97306340000001,32.619165
10602444,39.9510224,32.6340602
10602448,39.94787729999999,32.5628422
10602461,40.007321,32.522207
10602466,40.0154736,32.5262839
10602473,39.9945704,32.6105625
10602504,40.0038935,32.6012031
10602506,39.9596538,32.5924145
10602516,39.9564637,32.5728669
10602519,40.0034148,32.5214602
10602522,39.9730273,32.57352650000001
10602533,39.9337457,32.65478179999999
10602541,39.960552,32.5571315
10602542,39.9584378,32.5656199
10602547,39.914296,32.9018556
10602549,39.9623404,32.7250988
10602552,39.9556768,32.5927842
10602555,39.9339194,32.5962445
10602572,40.0130815,32.5137836
10602576,39.961586,32.5822214
10602587,39.982125,32.845882
10602589,39.9649399,32.8051025
10602590,39.9395846,32.5932798
10602591,40.0103366,32.6616518
10602593,39.9931485,32.5811061
10602594,39.9561698,32.6120205
10602596,39.9581113,32.5869371
10602597,40.01201160000001,32.5314631
10602600,39.9409753,32.8965286
10602602,39.9548781,32.6139554
10602603,39.9313882,32.6488968
10602604,39.9577046,32.5960727
10602621,39.9797378,32.848036
10602624,39.9399448,32.6539684
10602625,39.9628363,32.6021795
10602635,39.9711261,32.5722497
10602636,39.97173069999999,32.57351
10602637,39.9335365,32.6403158
10602642,39.954186,32.56787
10602654,40.0074627,32.869054
10602657,39.9523795,32.613457
10602666,39.856407,32.643109
10602669,40.0240343,32.5231308
10602690,39.8778105,32.8211999
10602692,40.01922690000001,32.8630649
10602693,39.9933036,32.5952415
10602700,39.9515559,32.5747681
10602701,39.9887184,32.8910054
10602715,39.961122,32.582339
10602719,39.9778472,32.8187253
10602731,39.9488435,32.5866422
10602738,39.9430172,32.6460456
10602740,39.9933036,32.5952415
10602741,39.99088769999999,32.5834908
10602742,39.9575098,32.5941972
10602750,39.993805,32.6143882
10602751,39.9732647,32.575531
10602752,39.95142,32.58309
10602755,39.9606431,32.591495
10602756,39.9845111,32.57708090000001
10602757,40.013601,32.5167824
10602761,40.012621,32.51586
10602762,39.965903,32.787149
10602764,39.94460060000001,32.5853469
10602766,39.9728547,32.6418745
10602767,39.9591799,32.5729025
10602768,39.9890668,32.5867605
10602779,39.9104081,32.7637933
10602782,40.0122971,32.5340635
10602787,39.945328,32.5683826
10602793,39.9533437,32.6306156
10602799,39.9321525,32.6116598
10602801,39.8914098,32.6168901
10602804,39.9941219,32.6205036
10602811,39.97173069999999,32.57351
10602819,39.9587718,32.5661688
10602822,39.95279499999999,32.573729
10602825,39.9604349,32.590441
10602832,39.9531087,32.5839333
10602838,39.9527366,32.5614277
10602860,39.954002,32.571808
10602861,40.0005267,32.9024466
10602862,39.9732448,32.6148441
10602864,39.964337,32.5923004
10602867,39.890877,32.819762
10602874,39.9410679,32.5911636
10602882,39.9433716,32.6492149
10602886,39.9396809,32.637113
10602888,39.9718611,32.6153768
10602889,39.99035000000001,32.585764
10602893,39.9448896,32.6392246
10602913,39.9432529,32.5782711
10602916,39.947397,32.560539
10602923,39.969756,32.5895875
10602924,40.0050675,32.5205763
10602942,39.9450389,32.6332919
10602951,39.94997300000001,32.560306
10602970,39.9186002,32.9154585
10602990,39.940028,32.613384
10602991,39.9663471,32.5925116
10602993,39.9422964,32.6550028
10603025,40.0029989,32.5299714
10603034,40.0078094,32.8690828
10603035,39.9423661,32.6545889
10603036,40.0140563,32.5118355
10603038,39.9559065,32.5961572
10603047,39.9494078,32.57571
10610750,40.0018462,32.5259042
10701705,39.8451842,32.9212265
10708349,39.9552735,32.6038737
10708985,39.9502953,32.6487105
10709777,39.9448201,32.8996581
10903709,39.9999464,32.5959481
10904089,39.9431504,32.6548506
10904316,39.86308,32.6523358
26000043,39.9514162,32.5660247
26000044,39.9498156,32.8774906
26000047,39.9361225,32.5913093
26000048,39.9307982,32.8560147
26000052,39.9581975,32.5944685
26000053,39.976131,32.815322
26000091,39.9517966,32.5675288
26000103,40.0026998,32.8822555
26000104,39.9629209,32.6047057
26000113,39.952758,32.5844568
26000114,39.9488732,32.583094
26000115,39.957202,32.5852806
26000116,40.0074931,32.5167538
26000117,39.9519042,32.6341488
26000121,39.9415892,32.6445405
26000124,39.954015,32.5862894
26000128,39.9506197,32.5833489
26000130,39.9750187,32.7121037
26000139,39.9790637,32.7096666
26000178,40.0210825,32.5198157
26000180,39.959264,32.581974
26000182,39.9519179,32.5821406
26000182,39.9522106,32.5824976
26000183,39.9580651,32.5836241
26000219,39.9510836,32.6474684
26000224,39.9452152,32.5767201
26000232,39.9709343,32.5715079
26000234,40.0079494,32.8543127
26000237,39.9596287,32.555301
26000245,39.9461392,32.5789041
26000247,39.9463381,32.5647306
26000248,39.9429136,32.5889868
26000250,39.9906774,32.8870725
26000264,39.9459319,32.6340241
26000268,39.9461062,32.567413
26000271,40.0177107,32.52823
26000273,39.9709701,32.6157054
26000275,39.9462355,32.6308769
26000285,39.950198,32.5645219
26000299,39.9481961,32.65003670000001
26000301,39.97060949999999,32.935475
26000316,39.9509566,32.6457479
26000321,39.9708232,32.5941336
26000322,39.9657618,32.5983477
26000327,39.9602929,32.5559411
26000448,39.97173069999999,32.57351
26000456,40.000699,32.526214
26000462,39.97065389999999,32.5969907
26000508,39.9660589,32.5888145
26000511,39.8544476,32.424074
26000520,40.0240343,32.5231308
26000572,39.9855551,32.6094845
26000721,39.9632919,32.5736678
26000801,39.9928359,32.5936596
26000802,39.9519121,32.5970955
26000805,39.954293,32.572107
26000811,39.9409673,32.6448904
26000816,39.9583197,32.5987498
26000825,40.0014617,32.6127313
26000859,39.9467339,32.5682815
26000874,39.9510453,32.646729
26000878,40.007935,32.525855
26000932,39.9485977,32.5651357
26000933,39.9471044,32.6555213
26000935,39.9570319,32.5808066
26000937,39.952109,32.6125001
26000952,39.96847289999999,32.5943349
26001371,39.9498558,32.6315839
26001379,39.9585801,32.5945101
26001380,39.9511314,32.5702275
26001545,39.9467596,32.6377497
26001851,39.9532674,32.5980683
26001852,39.9174318,32.8552056
26001867,39.9896401,32.5620219
26002047,39.9578215,32.5969138
26002049,39.9619798,32.5781866
26002051,39.9718485,32.78737410000001
26002183,39.9620246,32.6973386
26002189,39.941876,32.5850818
26002190,39.9706574,32.5829999
26002218,39.9496091,32.6158006
26002385,39.950695,32.7266077
26002812,39.950729,32.574854
26002815,39.964247,32.5892211
26002924,39.9412154,32.565374
26003058,39.99326689999999,32.5633523
26003069,39.956077,32.616545
26003074,39.9530669,32.5860191
26003320,39.9546515,32.5722184
26003324,39.9467177,32.6547194
26003325,39.9707719,32.57641
26003328,39.950171,32.559246
26003332,39.9681308,32.5941917
26003605,39.9532674,32.5980683
26003820,40.0240343,32.5231308
26003952,39.944273,32.6357736
26004138,39.99132590000001,32.8562088
26004153,39.9490365,32.634093
26005104,40.0059687,32.5179371
26005587,39.9012537,32.8552056
26005961,39.9829295,32.5777889
26005995,39.983283,32.56829
26005996,39.9321525,32.6116598
26005998,39.9533286,32.6123781
26006001,39.9461369,32.6459654
26006011,40.0149103,32.5172847
26006012,40.0240343,32.5231308
26006021,39.9671067,32.6008267
26006029,39.960918,32.577196
26006030,39.8544476,32.424074
26006034,40.0196598,32.528617
26006036,39.9556311,32.573568
26006037,39.7805245,32.7181375
26006038,39.9589526,32.5838041
26006040,39.9589289,32.5780996
26006042,40.0037296,32.5183547
26006043,39.998078,32.872488
26006054,39.9526755,32.6286592
26006058,39.957157,32.5824594
26006060,40.0140001,32.8097661
26006063,39.9933036,32.5952415
26006064,39.9484759,32.6358015
26006068,39.9446477,32.6634742
26006069,40.0349746,32.7675086
26006076,39.9697799,32.5564078
26006078,39.900561,32.6447001
26006081,40.015192,32.534674
26006083,39.9537675,32.7589733
26006088,40.0079494,32.8543127
26006093,39.9490878,32.5736171
26006408,39.8346129,32.6051351
26006432,39.953012,32.665073
26006461,40.0048884,32.5205589
26006550,40.0066653,32.5214487
26006591,40.018013,32.8669307
26006592,39.941619,32.604182
26006794,39.99087100000001,32.585988
26006801,40.0037296,32.5183547
26006805,39.9165894,32.9416436
26007311,39.9592238,32.5804268
26007314,39.9648963,32.5922186
26007317,39.8544476,32.424074
26007318,39.93922800000001,32.579628
26007319,39.995496,32.563134
26007328,39.9941132,32.5926629
26007329,39.9610242,32.5883996
26008300,39.9641698,32.9376724
26008302,39.9664053,32.5968945
26008304,39.946815,32.6199168
26008305,39.98474090000001,32.5793423
26008436,39.9586145,32.561965
26008438,39.985886,32.561653
26008439,39.9345607,32.8942785
26009022,39.9307733,32.6118157
26009024,40.0088896,32.5253362
26009277,39.9746677,32.8070391
26009280,39.9356167,32.5829842
26009282,39.9601543,32.5716584
26009285,39.9893272,32.5089856
26009288,39.9947658,32.59436
26009292,39.9458404,32.6501483
26009298,39.9352297,32.6557515
26009299,39.9608511,32.5886134
26009321,40.00753,32.8679879
26009329,39.9598883,32.5746635
26009330,39.9521305,32.5646968
26009434,39.945856,32.5678509
26009445,39.9961911,32.6021775
26009449,39.9692508,32.809725
26009455,39.9619745,32.5721707
26009457,39.9569933,32.5608842
26010037,39.9592382,32.5905562
26010044,39.9691238,32.5842617
26011916,39.9798698,32.6239244
26011982,39.9672554,32.8012425
26013552,39.9476837,32.6527547
26013744,39.973408,32.6299813
26015779,39.949527,32.6515805
26015787,39.9919867,32.5602087
26016754,39.9435706,32.6348369
26016755,40.0096889,32.8451159
26016756,39.940644,32.663824
26016757,39.9114098,32.8717518
26016940,39.9312872,32.612238
26017161,39.9617613,32.5656017
26017162,39.8544476,32.424074
26017163,40.006983,32.5196557
26017164,39.9505101,32.5650689
26017687,39.9300463,32.6023084
26018471,39.895584,32.801353
26018472,39.9803189,32.6437352
26019444,39.9532674,32.5980683
26019446,39.9533396,32.6293114
26019448,39.9443941,32.6295853
26019456,40.0095236,32.5159537
26019466,39.945328,32.5683826
26019469,39.9670865,32.5980683
26019471,39.8544476,32.424074
26019475,39.94151129999999,32.6513947
26019478,39.962468,32.6914019
26019478,39.9614108,32.6019804
26019479,39.959839,32.7906369
26019481,39.9404377,32.5713155
26019482,40.013601,32.5167824
26019484,39.9461176,32.5965888
26019489,39.95846400000001,32.578251
26019490,39.997158,32.6343909
26019491,39.9980052,32.8493458
26019494,39.9832323,32.5796924
26019496,39.9890668,32.5867605
26019500,39.9492745,32.6545889
26019503,39.94460060000001,32.5853469
26019506,40.0130667,32.5344155
26019512,40.018497,32.5376063
26019513,39.8544476,32.424074
26019514,39.9867988,32.7847733
26019517,39.9331863,32.6362231
26019518,39.9957634,32.5217792
26019523,39.975425,32.780078
26019526,39.9946562,32.8056285
26019529,40.017814,32.53091
26019530,39.9345976,32.6582273
26019536,39.955488,32.555133
26019537,39.9534848,32.5916809
26019540,39.9935569,32.52463360000001
26019542,39.9124056,33.0563914
26019544,39.9872877,32.6056651
26019548,40.0020237,32.599186
26019557,39.9971789,32.5836665
26019558,40.017814,32.53091
26019560,39.889131,32.88623
26019562,39.96574,32.5877946
26019563,39.9790306,32.7211374
26019565,39.9987679,32.5979454
26019566,40.0129693,32.8732563
26019570,39.9466282,32.5853535
26019571,40.0092739,32.5125585
26019573,39.9120322,32.9114296
26019574,39.9594256,32.55621
26019575,39.9506255,32.6446663
26019577,39.9300463,32.6023084
26019580,39.967187,32.5920665
26019586,39.9459969,32.6455481
26019590,39.95157349999999,32.6017342
26019597,40.0122971,32.5340635
26019599,40.0025255,32.5180733
26019605,39.949385,32.6258849
26022627,39.9437452,32.5918366
26022633,39.9559585,32.568979
26022634,39.960764,32.577421
26022635,39.9439993,32.5783892
26023163,39.9635482,32.5742938
26023174,39.9803345,32.706159
26023180,39.9764592,32.8537082
26023181,39.9568021,32.5942132
26023194,39.97789239999999,32.5600147
26023204,39.9506906,32.6206516
26023208,39.9928663,32.7096666
26023212,39.9476123,32.6340945
26023216,39.93922800000001,32.579628
26023217,39.9815223,32.6132411
26023229,39.9521098,32.6351883
26023236,39.9643386,32.5765279
26023249,39.9417531,32.6491313
26023265,39.9408598,32.6561987
26023288,39.9794537,32.6010518
26023293,39.9956708,32.5143028
26023296,39.9486265,32.5871836
26024475,39.9471915,32.6031918
26025532,39.9403221,32.8854758
26026458,40.015399,32.8659899
26026459,39.90936749999999,32.9001397
26026463,39.997524,32.618906
26026467,39.9911547,32.6093749
26026473,39.9998449,32.5201421
26026712,40.0104314,32.5189067
26027500,39.9525541,32.6318509
26027573,39.9529515,32.57649480000001
26027583,39.8346129,32.6051351
26027591,39.9508991,32.6480132
26027613,40.0113643,32.5245904
26027681,40.0084127,32.8705849
26027686,39.959338,32.5722464
26027714,39.947559,32.666821
26027804,39.95049179999999,32.5709683
26027805,39.967574,32.785575
26027940,39.9576462,32.5860068
26028036,39.9905594,32.8098316
26028045,39.9387068,32.6509605
26028172,39.9696099,32.731561
26028465,39.9671205,32.8737965
26028609,39.94460060000001,32.5853469
26028890,40.0072665,32.5318477
26030144,39.82721470000001,32.7129711
26031001,39.9587249,32.8360589
26031004,39.9637818,32.5931301
26031007,39.949152,32.5747799
26031008,39.9499853,32.5725341
26031011,40.0240343,32.5231308
26031012,39.999767,32.839494
26031014,39.9276534,32.8884265
26031015,39.9898211,32.6163328
26031022,39.9606412,32.5889406
26031024,39.9266926,32.9000904
26031113,39.9470062,32.6362231
26031188,39.95868280000001,32.5911481
26031856,39.9492745,32.6545889
26031966,39.99442519999999,32.7233261
26032001,39.9804009,32.7992806
26032009,39.949622,32.575695
26032683,39.9521635,32.61004
26033235,40.0101875,32.5183752
26033259,39.945328,32.5683826
26033341,39.98591070000001,32.5627145
26033630,40.0182279,32.8497064
26034041,39.9650216,32.5905396
26034043,39.958249,32.566287
26034065,39.951307,32.6390268
26034076,39.9917766,32.8065936
26034087,40.0206264,32.5318241
26034103,39.950797,32.562028
26034108,39.9719811,32.5747052
26034117,39.9539955,32.5629179
26035871,39.96639160000001,32.8693394
26035881,39.9146175,32.857836
26035884,39.9931485,32.5811061
26035887,40.0102892,32.5282082
26035921,39.9925943,32.5837805
